mes_referencia,Cod_produto,Realizado,Forecast,Erro_Absoluto,MAPE,MAE,RMSE,Bias,SMAPE,Desvio_M3,Desvio_M6,Desvio_M12
2024-01,120002068,897.0,726.0,171.0,0.19063545150501673,171.0,1665.2741143346389,-171.0,0.21072088724584104,0.19063545150501673,0.19063545150501673,0.19063545150501673
2024-01,120002069,2050.0,900.0,1150.0,0.5609756097560976,1150.0,1665.2741143346389,-1150.0,0.7796610169491526,0.5609756097560976,0.5609756097560976,0.5609756097560976
2024-01,120002070,883.0,1818.0,935.0,1.058890147225368,935.0,1665.2741143346389,935.0,0.6923361717882266,1.058890147225368,1.058890147225368,1.058890147225368
2024-01,120002071,569.0,331.0,238.0,0.4182776801405975,238.0,1665.2741143346389,-238.0,0.5288888888888889,0.4182776801405975,0.4182776801405975,0.4182776801405975
2024-01,120002074,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002075,249.0,322.0,73.0,0.2931726907630522,73.0,1665.2741143346389,73.0,0.25569176882662,0.2931726907630522,0.2931726907630522,0.2931726907630522
2024-01,120002076,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002077,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002078,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002079,40.0,54.0,14.0,0.35,14.0,1665.2741143346389,14.0,0.2978723404255319,0.35,0.35,0.35
2024-01,120002080,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002081,93.0,54.0,39.0,0.41935483870967744,39.0,1665.2741143346389,-39.0,0.5306122448979592,0.41935483870967744,0.41935483870967744,0.41935483870967744
2024-01,120002082,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002083,87.0,165.0,78.0,0.896551724137931,78.0,1665.2741143346389,78.0,0.6190476190476191,0.896551724137931,0.896551724137931,0.896551724137931
2024-01,120002084,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002085,235.0,275.0,40.0,0.1702127659574468,40.0,1665.2741143346389,40.0,0.1568627450980392,0.1702127659574468,0.1702127659574468,0.1702127659574468
2024-01,120002086,54.0,47.0,7.0,0.12962962962962962,7.0,1665.2741143346389,-7.0,0.13861386138613863,0.12962962962962962,0.12962962962962962,0.12962962962962962
2024-01,120002087,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002088,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002089,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002090,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
